Rk,Team,Conf,NetRtg,ORtg,DRtg,AdjT,Luck,SS_NetRtg,SS_ORtg,SS_DRtg,NCSOS_NetRtg
297,Charleston Southern,BSth,-11.18,100.7,111.8,67.7,0.039,0.71,109.4,108.7,5.3
298,UMBC,AE,-11.27,107.1,118.3,70.9,-0.067,-7.11,102.4,109.5,-4.49
299,Utah Tech,WAC,-11.33,103.2,114.5,67.5,-0.078,0.87,106.4,105.5,4.37
300,Weber St.,BSky,-11.41,101.4,112.9,65.9,-0.014,-1.57,107.5,109,3.31
301,Western Michigan,MAC,-11.64,101.6,113.2,68.1,-0.004,-3.38,106.6,110,0.45
302,Boston University,PL,-11.76,99.1,110.9,63.2,0.07,-7.4,103.1,110.5,-4.85
303,Air Force,MWC,-12.14,99.9,112.1,64.5,-0.088,4.51,109.4,104.9,-3.65
304,Tennessee Tech,OVC,-12.19,101.4,113.6,68.1,0.058,-7.11,102.3,109.4,1.32
305,Denver,Sum,-12.24,99.2,111.5,66.8,0.003,-1.29,109.1,110.3,0.06
306,Old Dominion,SB,-12.24,100.8,113.1,66.5,0.015,-3.41,105.7,109.1,-2.09
307,Long Beach St.,BW,-12.29,102.8,115.1,64.3,-0.067,1.41,107.3,105.9,2.96
308,Delaware St.,MEAC,-12.42,101.3,113.7,71,0.062,-7.11,104.2,111.3,-1.18
309,St Francis PA,NEC,-12.76,99.7,112.5,67.1,0.06,-6.88,101.7,108.6,7.98
309,Louisiana,SB,-12.51,98.8,111.3,67,0.075,-1.01,106.1,107.1,1.91
310,Howard,MEAC,-12.68,104.7,117.4,69.7,0.02,-5.75,104.1,109.8,2.64
311,Loyola MD,PL,-12.92,100.4,113.4,67.1,-0.036,-7.66,102.6,110.3,-5.14
312,Binghamton,AE,-13.12,99.6,112.7,65.9,0.085,-6.15,104.1,110.2,-4.46
313,IU Indy,Horz,-13.3,109.1,122.4,65.2,-0.072,-3.3,105,108.3,-2.56
314,Eastern Illinois,OVC,-13.46,94,107.5,66.4,0.003,-5.16,103.7,108.9,11.72
315,Fairleigh Dickinson,NEC,-13.48,98.5,112,69.6,-0.068,-7.22,103.1,110.3,3.26
316,Army,PL,-13.48,101.4,114.9,67.8,0.132,-7.35,103.4,110.8,-4.3
317,Alcorn St.,SWAC,-13.49,99,112.5,65,-0.034,-1.96,105.5,107.4,14.02
318,Stonehill,NEC,-13.5,102,115.5,65.3,0.034,-9.16,101.2,110.4,-2.27
319,Florida A&M,SWAC,-13.51,100.7,114.2,67.4,0.077,-4.58,103.4,108,20.44
320,North Carolina Central,MEAC,-13.62,103,116.6,66.9,-0.006,-6.62,104.5,111.1,0.32
323,Rider,MAAC,-14.1,101,115.1,65.3,0.075,-4.91,103.8,108.7,0.53
324,Oral Roberts,Sum,-14.13,103.6,117.7,67.8,-0.01,1.03,110.1,109,7.9
325,Morehead St.,OVC,-14.29,98.5,112.8,64.1,0.089,-5.94,102.6,108.5,6.12
326,Lindenwood,OVC,-14.78,95.2,110,69.9,0.108,-6.73,103.2,109.9,4.67
327,Coastal Carolina,SB,-14.92,101,115.9,63.6,-0.039,-4.1,104.9,109,-5.19
328,Niagara,MAAC,-14.93,100.9,115.8,65.1,-0.017,-7.39,102.3,109.7,-4.35
329,Grambling St.,SWAC,-14.97,97,112,64.4,-0.079,-5.69,103.3,109,10.83
330,East Texas A&M,Slnd,-15.11,96.7,111.8,67.6,-0.027,-0.61,106.7,107.3,5.29
331,Morgan St.,MEAC,-15.17,103.8,119,70.5,0.016,-7.68,103.4,111.1,-3.01
332,North Carolina A&T,CAA,-15.51,98,113.5,69.3,-0.002,-2.19,105.9,108.1,-0.45
333,Stony Brook,CAA,-15.75,102,117.7,64.9,-0.009,-2.35,105.5,107.9,-0.11
334,Green Bay,Horz,-15.77,101.1,116.9,69,-0.055,-0.93,107.1,108,4.51
335,Southern Indiana,OVC,-16.54,98.9,115.4,67.2,-0.027,-7.18,102.5,109.7,-1.64
336,Fairfield,MAAC,-16.67,99.7,116.3,65.7,0.08,-5.84,103.1,109,-2.13
337,Detroit Mercy,Horz,-16.78,95.2,112,67,0.027,-1.83,107.5,109.3,1.44
338,USC Upstate,BSth,-16.84,99.5,116.4,72.9,-0.024,0.15,108.4,108.3,3.16
339,Sacramento St.,BSky,-17.27,95.2,112.5,65.8,-0.022,-2.52,106.9,109.4,0.02
340,Western Carolina,SC,-17.3,95.8,113.1,70.9,0.025,1.21,108.6,107.4,7.87
341,Buffalo,MAC,-17.52,96.3,113.8,71.3,0.031,-3.2,106.5,109.7,1.03
342,Bellarmine,ASun,-17.64,104.3,121.9,66.5,-0.109,-3.12,106.2,109.3,-0.85
343,Mercyhurst,NEC,-17.7,99.1,116.8,65,0.099,-8.46,101.7,110.2,-0.65
344,Central Arkansas,ASun,-18.1,98.2,116.3,66.6,0.036,-1.79,107.3,109.1,2.99
345,Cal St. Fullerton,BW,-18.11,95.5,113.6,68.4,-0.015,2.96,108,105,5.05
346,Louisiana Monroe,SB,-18.18,96.6,114.8,68.2,-0.02,-2.47,105.6,108.1,-2.86
347,Western Illinois,OVC,-18.27,99.5,117.8,64.5,0.037,-7.42,102.1,109.6,-2.12
348,Wagner,NEC,-18.28,93.1,111.4,60.4,0.076,-9.89,100.7,110.5,-1.34
349,West Georgia,ASun,-18.28,97.4,115.7,68.3,0.012,-1.63,107.4,109.1,2.63
350,New Orleans,Slnd,-18.43,99.6,118,69.4,-0.016,1.44,107.6,106.2,10.88
351,Northern Illinois,MAC,-18.53,95.2,113.7,69.3,-0.117,-2.79,106.6,109.4,-0.21
352,Stetson,ASun,-19.29,99.9,119.2,67.9,-0.015,-3.7,106.6,110.3,0.55
353,Le Moyne,NEC,-20.38,101.2,121.6,68.9,0.003,-6.96,102.7,109.7,1.26
354,NJIT,AE,-20.64,93.3,113.9,66.6,-0.073,-5.48,104.2,109.7,-2.95
355,New Hampshire,AE,-21.22,94.6,115.9,67.6,0.023,-5.71,104.7,110.4,-2.34
356,The Citadel,SC,-21.38,96,117.4,64.7,-0.135,-2.08,106.7,108.8,-6.32
357,Prairie View A&M,SWAC,-21.81,96.1,117.9,70.6,-0.06,-4.04,104.5,108.5,11.26
358,Canisius,MAAC,-22.12,100.8,122.9,66.1,-0.08,-4.1,103.8,107.9,4.02
359,Alabama A&M,SWAC,-22.34,93.2,115.5,72,-0.019,-9.37,102.3,111.7,2.54
360,Maryland Eastern Shore,MEAC,-23.37,95.2,118.5,66.2,-0.105,-2.28,106.4,108.7,10.24
363,Arkansas Pine Bluff,SWAC,-26.82,95.1,122,72.2,-0.058,-7.4,102.3,109.7,7.54
364,Mississippi Valley St.,SWAC,-44.57,82.1,126.6,64.7,0.001,-1.6,105.4,107,19.28
